state_legislative_district,precinct,office,district,candidate,party,votes
36.0,36-600 Ketchikan No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,4
36.0,36-600 Ketchikan No. 1,U.S. House,1,"Watts, Jon B.",LIB,3
36.0,36-600 Ketchikan No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,2
36.0,36-600 Ketchikan No. 1,U.S. House,1,"Tingley, Jesse J.",REP,2
36.0,36-600 Ketchikan No. 1,U.S. House,1,"Wright, Stephen T.",REP,11
36.0,36-600 Ketchikan No. 1,U.S. House,1,"Young, Don",REP,64
36.0,36-600 Ketchikan No. 1,State Senate,R,"Stedman, Bert K.",REP,71
36.0,36-600 Ketchikan No. 1,State House,36,"Sivertsen, Robert W.",REP,67
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,17
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,41
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Stevens, Cean",LIB,13
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Kendall, Paul",REP,7
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Lamb, Thomas",REP,7
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Lochner, Bob",REP,8
36.0,36-610 Ketchikan No. 2,U.S. Senate,,"Murkowski, Lisa",REP,152
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Hibler, William D. ",DEM,9
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Hinz, Lynette ",DEM,15
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Lindbeck, Steve",DEM,36
36.0,36-610 Ketchikan No. 2,U.S. House,1,"McDermott, Jim C. ",LIB,7
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Watts, Jon B.",LIB,7
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Heikes, Gerald L. ",REP,7
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Tingley, Jesse J.",REP,7
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Wright, Stephen T.",REP,19
36.0,36-610 Ketchikan No. 2,U.S. House,1,"Young, Don",REP,137
36.0,36-610 Ketchikan No. 2,State Senate,R,"Stedman, Bert K.",REP,155
36.0,36-610 Ketchikan No. 2,State House,36,"Sivertsen, Robert W.",REP,137
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Blatchford, Edgar",DEM,8
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Metcalfe, Ray",DEM,18
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Stevens, Cean",LIB,6
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Kendall, Paul",REP,5
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Lamb, Thomas",REP,4
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Lochner, Bob",REP,9
36.0,36-620 Ketchikan No. 3,U.S. Senate,,"Murkowski, Lisa",REP,93
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Hibler, William D. ",DEM,7
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Hinz, Lynette ",DEM,8
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Lindbeck, Steve",DEM,11
36.0,36-620 Ketchikan No. 3,U.S. House,1,"McDermott, Jim C. ",LIB,4
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Watts, Jon B.",LIB,2
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Heikes, Gerald L. ",REP,10
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Tingley, Jesse J.",REP,3
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Wright, Stephen T.",REP,7
36.0,36-620 Ketchikan No. 3,U.S. House,1,"Young, Don",REP,91
36.0,36-620 Ketchikan No. 3,State Senate,R,"Stedman, Bert K.",REP,105
36.0,36-620 Ketchikan No. 3,State House,36,"Sivertsen, Robert W.",REP,94
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,4
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,8
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Stevens, Cean",LIB,3
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Kendall, Paul",REP,6
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Lamb, Thomas",REP,0
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Lochner, Bob",REP,8
36.0,36-640 North Tongass No. 1,U.S. Senate,,"Murkowski, Lisa",REP,53
36.0,36-640 North Tongass No. 1,U.S. House,1,"Hibler, William D. ",DEM,1
36.0,36-640 North Tongass No. 1,U.S. House,1,"Hinz, Lynette ",DEM,2
36.0,36-640 North Tongass No. 1,U.S. House,1,"Lindbeck, Steve",DEM,9
36.0,36-640 North Tongass No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,2
36.0,36-640 North Tongass No. 1,U.S. House,1,"Watts, Jon B.",LIB,1
36.0,36-640 North Tongass No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,1
36.0,36-640 North Tongass No. 1,U.S. House,1,"Tingley, Jesse J.",REP,1
36.0,36-640 North Tongass No. 1,U.S. House,1,"Wright, Stephen T.",REP,10
36.0,36-640 North Tongass No. 1,U.S. House,1,"Young, Don",REP,56
36.0,36-640 North Tongass No. 1,State Senate,R,"Stedman, Bert K.",REP,61
36.0,36-640 North Tongass No. 1,State House,36,"Sivertsen, Robert W.",REP,53
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Blatchford, Edgar",DEM,15
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Metcalfe, Ray",DEM,22
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Stevens, Cean",LIB,6
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Kendall, Paul",REP,25
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Lamb, Thomas",REP,5
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Lochner, Bob",REP,8
36.0,36-650 North Tongass No. 2,U.S. Senate,,"Murkowski, Lisa",REP,146
36.0,36-650 North Tongass No. 2,U.S. House,1,"Hibler, William D. ",DEM,7
36.0,36-650 North Tongass No. 2,U.S. House,1,"Hinz, Lynette ",DEM,3
36.0,36-650 North Tongass No. 2,U.S. House,1,"Lindbeck, Steve",DEM,23
36.0,36-650 North Tongass No. 2,U.S. House,1,"McDermott, Jim C. ",LIB,6
36.0,36-650 North Tongass No. 2,U.S. House,1,"Watts, Jon B.",LIB,5
36.0,36-650 North Tongass No. 2,U.S. House,1,"Heikes, Gerald L. ",REP,12
36.0,36-650 North Tongass No. 2,U.S. House,1,"Tingley, Jesse J.",REP,7
36.0,36-650 North Tongass No. 2,U.S. House,1,"Wright, Stephen T.",REP,16
36.0,36-650 North Tongass No. 2,U.S. House,1,"Young, Don",REP,152
36.0,36-650 North Tongass No. 2,State Senate,R,"Stedman, Bert K.",REP,170
36.0,36-650 North Tongass No. 2,State House,36,"Sivertsen, Robert W.",REP,151
36.0,36-660 Saxman,U.S. Senate,,"Blatchford, Edgar",DEM,1
36.0,36-660 Saxman,U.S. Senate,,"Metcalfe, Ray",DEM,8
36.0,36-660 Saxman,U.S. Senate,,"Stevens, Cean",LIB,2
36.0,36-660 Saxman,U.S. Senate,,"Kendall, Paul",REP,1
36.0,36-660 Saxman,U.S. Senate,,"Lamb, Thomas",REP,0
36.0,36-660 Saxman,U.S. Senate,,"Lochner, Bob",REP,1
36.0,36-660 Saxman,U.S. Senate,,"Murkowski, Lisa",REP,21
36.0,36-660 Saxman,U.S. House,1,"Hibler, William D. ",DEM,2
36.0,36-660 Saxman,U.S. House,1,"Hinz, Lynette ",DEM,2
36.0,36-660 Saxman,U.S. House,1,"Lindbeck, Steve",DEM,4
36.0,36-660 Saxman,U.S. House,1,"McDermott, Jim C. ",LIB,2
36.0,36-660 Saxman,U.S. House,1,"Watts, Jon B.",LIB,1
36.0,36-660 Saxman,U.S. House,1,"Heikes, Gerald L. ",REP,2
36.0,36-660 Saxman,U.S. House,1,"Tingley, Jesse J.",REP,0
36.0,36-660 Saxman,U.S. House,1,"Wright, Stephen T.",REP,1
36.0,36-660 Saxman,U.S. House,1,"Young, Don",REP,20
36.0,36-660 Saxman,State Senate,R,"Stedman, Bert K.",REP,19
36.0,36-660 Saxman,State House,36,"Sivertsen, Robert W.",REP,19
36.0,36-670 South Tongass,U.S. Senate,,"Blatchford, Edgar",DEM,7
36.0,36-670 South Tongass,U.S. Senate,,"Metcalfe, Ray",DEM,21
36.0,36-670 South Tongass,U.S. Senate,,"Stevens, Cean",LIB,7
36.0,36-670 South Tongass,U.S. Senate,,"Kendall, Paul",REP,9
36.0,36-670 South Tongass,U.S. Senate,,"Lamb, Thomas",REP,7
36.0,36-670 South Tongass,U.S. Senate,,"Lochner, Bob",REP,4
36.0,36-670 South Tongass,U.S. Senate,,"Murkowski, Lisa",REP,93
36.0,36-670 South Tongass,U.S. House,1,"Hibler, William D. ",DEM,4
36.0,36-670 South Tongass,U.S. House,1,"Hinz, Lynette ",DEM,10
36.0,36-670 South Tongass,U.S. House,1,"Lindbeck, Steve",DEM,12
36.0,36-670 South Tongass,U.S. House,1,"McDermott, Jim C. ",LIB,8
36.0,36-670 South Tongass,U.S. House,1,"Watts, Jon B.",LIB,1
36.0,36-670 South Tongass,U.S. House,1,"Heikes, Gerald L. ",REP,0
36.0,36-670 South Tongass,U.S. House,1,"Tingley, Jesse J.",REP,3
36.0,36-670 South Tongass,U.S. House,1,"Wright, Stephen T.",REP,12
36.0,36-670 South Tongass,U.S. House,1,"Young, Don",REP,97
36.0,36-670 South Tongass,State Senate,R,"Stedman, Bert K.",REP,106
36.0,36-670 South Tongass,State House,36,"Sivertsen, Robert W.",REP,91
36.0,36-675 Hydaburg,U.S. Senate,,"Blatchford, Edgar",DEM,3
36.0,36-675 Hydaburg,U.S. Senate,,"Metcalfe, Ray",DEM,12
36.0,36-675 Hydaburg,U.S. Senate,,"Stevens, Cean",LIB,1
36.0,36-675 Hydaburg,U.S. Senate,,"Kendall, Paul",REP,0
36.0,36-675 Hydaburg,U.S. Senate,,"Lamb, Thomas",REP,1
36.0,36-675 Hydaburg,U.S. Senate,,"Lochner, Bob",REP,0
36.0,36-675 Hydaburg,U.S. Senate,,"Murkowski, Lisa",REP,4
36.0,36-675 Hydaburg,U.S. House,1,"Hibler, William D. ",DEM,4
36.0,36-675 Hydaburg,U.S. House,1,"Hinz, Lynette ",DEM,5
36.0,36-675 Hydaburg,U.S. House,1,"Lindbeck, Steve",DEM,4
36.0,36-675 Hydaburg,U.S. House,1,"McDermott, Jim C. ",LIB,1
36.0,36-675 Hydaburg,U.S. House,1,"Watts, Jon B.",LIB,2
36.0,36-675 Hydaburg,U.S. House,1,"Heikes, Gerald L. ",REP,0
36.0,36-675 Hydaburg,U.S. House,1,"Tingley, Jesse J.",REP,1
36.0,36-675 Hydaburg,U.S. House,1,"Wright, Stephen T.",REP,1
36.0,36-675 Hydaburg,U.S. House,1,"Young, Don",REP,2
36.0,36-675 Hydaburg,State Senate,R,"Stedman, Bert K.",REP,4
36.0,36-675 Hydaburg,State House,36,"Sivertsen, Robert W.",REP,3
36.0,36-680 Metlakatla,U.S. Senate,,"Blatchford, Edgar",DEM,5
36.0,36-680 Metlakatla,U.S. Senate,,"Metcalfe, Ray",DEM,6
36.0,36-680 Metlakatla,U.S. Senate,,"Stevens, Cean",LIB,5
36.0,36-680 Metlakatla,U.S. Senate,,"Kendall, Paul",REP,1
36.0,36-680 Metlakatla,U.S. Senate,,"Lamb, Thomas",REP,1
36.0,36-680 Metlakatla,U.S. Senate,,"Lochner, Bob",REP,2
36.0,36-680 Metlakatla,U.S. Senate,,"Murkowski, Lisa",REP,23
36.0,36-680 Metlakatla,U.S. House,1,"Hibler, William D. ",DEM,3
36.0,36-680 Metlakatla,U.S. House,1,"Hinz, Lynette ",DEM,4
36.0,36-680 Metlakatla,U.S. House,1,"Lindbeck, Steve",DEM,3
36.0,36-680 Metlakatla,U.S. House,1,"McDermott, Jim C. ",LIB,5
36.0,36-680 Metlakatla,U.S. House,1,"Watts, Jon B.",LIB,1
36.0,36-680 Metlakatla,U.S. House,1,"Heikes, Gerald L. ",REP,1
36.0,36-680 Metlakatla,U.S. House,1,"Tingley, Jesse J.",REP,4
36.0,36-680 Metlakatla,U.S. House,1,"Wright, Stephen T.",REP,3
36.0,36-680 Metlakatla,U.S. House,1,"Young, Don",REP,20
36.0,36-680 Metlakatla,State Senate,R,"Stedman, Bert K.",REP,24
36.0,36-680 Metlakatla,State House,36,"Sivertsen, Robert W.",REP,24
36.0,36-690 Wrangell,U.S. Senate,,"Blatchford, Edgar",DEM,7
36.0,36-690 Wrangell,U.S. Senate,,"Metcalfe, Ray",DEM,21
36.0,36-690 Wrangell,U.S. Senate,,"Stevens, Cean",LIB,6
36.0,36-690 Wrangell,U.S. Senate,,"Kendall, Paul",REP,14
36.0,36-690 Wrangell,U.S. Senate,,"Lamb, Thomas",REP,2
36.0,36-690 Wrangell,U.S. Senate,,"Lochner, Bob",REP,16
36.0,36-690 Wrangell,U.S. Senate,,"Murkowski, Lisa",REP,156
36.0,36-690 Wrangell,U.S. House,1,"Hibler, William D. ",DEM,1
36.0,36-690 Wrangell,U.S. House,1,"Hinz, Lynette ",DEM,11
36.0,36-690 Wrangell,U.S. House,1,"Lindbeck, Steve",DEM,12
36.0,36-690 Wrangell,U.S. House,1,"McDermott, Jim C. ",LIB,9
36.0,36-690 Wrangell,U.S. House,1,"Watts, Jon B.",LIB,1
36.0,36-690 Wrangell,U.S. House,1,"Heikes, Gerald L. ",REP,8
36.0,36-690 Wrangell,U.S. House,1,"Tingley, Jesse J.",REP,5
36.0,36-690 Wrangell,U.S. House,1,"Wright, Stephen T.",REP,21
36.0,36-690 Wrangell,U.S. House,1,"Young, Don",REP,148
36.0,36-690 Wrangell,State Senate,R,"Stedman, Bert K.",REP,176
36.0,36-690 Wrangell,State House,36,"Sivertsen, Robert W.",REP,166
37.0,37-300 Anvik,U.S. Senate,,"Blatchford, Edgar",DEM,5
37.0,37-300 Anvik,U.S. Senate,,"Metcalfe, Ray",DEM,3
37.0,37-300 Anvik,U.S. Senate,,"Stevens, Cean",LIB,1
37.0,37-300 Anvik,U.S. Senate,,"Kendall, Paul",REP,0
37.0,37-300 Anvik,U.S. Senate,,"Lamb, Thomas",REP,1
37.0,37-300 Anvik,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-300 Anvik,U.S. Senate,,"Murkowski, Lisa",REP,12
37.0,37-300 Anvik,U.S. House,1,"Hibler, William D. ",DEM,1
37.0,37-300 Anvik,U.S. House,1,"Hinz, Lynette ",DEM,2
37.0,37-300 Anvik,U.S. House,1,"Lindbeck, Steve",DEM,4
37.0,37-300 Anvik,U.S. House,1,"McDermott, Jim C. ",LIB,2
37.0,37-300 Anvik,U.S. House,1,"Watts, Jon B.",LIB,0
37.0,37-300 Anvik,U.S. House,1,"Heikes, Gerald L. ",REP,0
37.0,37-300 Anvik,U.S. House,1,"Tingley, Jesse J.",REP,0
37.0,37-300 Anvik,U.S. House,1,"Wright, Stephen T.",REP,0
37.0,37-300 Anvik,U.S. House,1,"Young, Don",REP,13
37.0,37-300 Anvik,State House,37,"Edgmon, Bryce E. ",DEM,9
37.0,37-300 Anvik,State House,37,"Weatherby, William W",REP,10
37.0,37-302 Grayling,U.S. Senate,,"Blatchford, Edgar",DEM,6
37.0,37-302 Grayling,U.S. Senate,,"Metcalfe, Ray",DEM,6
37.0,37-302 Grayling,U.S. Senate,,"Stevens, Cean",LIB,4
37.0,37-302 Grayling,U.S. Senate,,"Kendall, Paul",REP,1
37.0,37-302 Grayling,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-302 Grayling,U.S. Senate,,"Lochner, Bob",REP,1
37.0,37-302 Grayling,U.S. Senate,,"Murkowski, Lisa",REP,11
37.0,37-302 Grayling,U.S. House,1,"Hibler, William D. ",DEM,4
37.0,37-302 Grayling,U.S. House,1,"Hinz, Lynette ",DEM,4
37.0,37-302 Grayling,U.S. House,1,"Lindbeck, Steve",DEM,3
37.0,37-302 Grayling,U.S. House,1,"McDermott, Jim C. ",LIB,0
37.0,37-302 Grayling,U.S. House,1,"Watts, Jon B.",LIB,5
37.0,37-302 Grayling,U.S. House,1,"Heikes, Gerald L. ",REP,1
37.0,37-302 Grayling,U.S. House,1,"Tingley, Jesse J.",REP,1
37.0,37-302 Grayling,U.S. House,1,"Wright, Stephen T.",REP,1
37.0,37-302 Grayling,U.S. House,1,"Young, Don",REP,10
37.0,37-302 Grayling,State House,37,"Edgmon, Bryce E. ",DEM,14
37.0,37-302 Grayling,State House,37,"Weatherby, William W",REP,12
37.0,37-304 Holy Cross,U.S. Senate,,"Blatchford, Edgar",DEM,5
37.0,37-304 Holy Cross,U.S. Senate,,"Metcalfe, Ray",DEM,7
37.0,37-304 Holy Cross,U.S. Senate,,"Stevens, Cean",LIB,3
37.0,37-304 Holy Cross,U.S. Senate,,"Kendall, Paul",REP,0
37.0,37-304 Holy Cross,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-304 Holy Cross,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-304 Holy Cross,U.S. Senate,,"Murkowski, Lisa",REP,17
37.0,37-304 Holy Cross,U.S. House,1,"Hibler, William D. ",DEM,3
37.0,37-304 Holy Cross,U.S. House,1,"Hinz, Lynette ",DEM,4
37.0,37-304 Holy Cross,U.S. House,1,"Lindbeck, Steve",DEM,5
37.0,37-304 Holy Cross,U.S. House,1,"McDermott, Jim C. ",LIB,2
37.0,37-304 Holy Cross,U.S. House,1,"Watts, Jon B.",LIB,1
37.0,37-304 Holy Cross,U.S. House,1,"Heikes, Gerald L. ",REP,1
37.0,37-304 Holy Cross,U.S. House,1,"Tingley, Jesse J.",REP,0
37.0,37-304 Holy Cross,U.S. House,1,"Wright, Stephen T.",REP,1
37.0,37-304 Holy Cross,U.S. House,1,"Young, Don",REP,15
37.0,37-304 Holy Cross,State House,37,"Edgmon, Bryce E. ",DEM,12
37.0,37-304 Holy Cross,State House,37,"Weatherby, William W",REP,13
37.0,37-306 McGrath,U.S. Senate,,"Blatchford, Edgar",DEM,3
37.0,37-306 McGrath,U.S. Senate,,"Metcalfe, Ray",DEM,7
37.0,37-306 McGrath,U.S. Senate,,"Stevens, Cean",LIB,2
37.0,37-306 McGrath,U.S. Senate,,"Kendall, Paul",REP,2
37.0,37-306 McGrath,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-306 McGrath,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-306 McGrath,U.S. Senate,,"Murkowski, Lisa",REP,30
37.0,37-306 McGrath,U.S. House,1,"Hibler, William D. ",DEM,2
37.0,37-306 McGrath,U.S. House,1,"Hinz, Lynette ",DEM,2
37.0,37-306 McGrath,U.S. House,1,"Lindbeck, Steve",DEM,6
37.0,37-306 McGrath,U.S. House,1,"McDermott, Jim C. ",LIB,2
37.0,37-306 McGrath,U.S. House,1,"Watts, Jon B.",LIB,0
37.0,37-306 McGrath,U.S. House,1,"Heikes, Gerald L. ",REP,0
37.0,37-306 McGrath,U.S. House,1,"Tingley, Jesse J.",REP,3
37.0,37-306 McGrath,U.S. House,1,"Wright, Stephen T.",REP,1
37.0,37-306 McGrath,U.S. House,1,"Young, Don",REP,28
37.0,37-306 McGrath,State House,37,"Edgmon, Bryce E. ",DEM,11
37.0,37-306 McGrath,State House,37,"Weatherby, William W",REP,23
37.0,37-308 Nikolai,U.S. Senate,,"Blatchford, Edgar",DEM,8
37.0,37-308 Nikolai,U.S. Senate,,"Metcalfe, Ray",DEM,6
37.0,37-308 Nikolai,U.S. Senate,,"Stevens, Cean",LIB,1
37.0,37-308 Nikolai,U.S. Senate,,"Kendall, Paul",REP,1
37.0,37-308 Nikolai,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-308 Nikolai,U.S. Senate,,"Lochner, Bob",REP,1
37.0,37-308 Nikolai,U.S. Senate,,"Murkowski, Lisa",REP,23
37.0,37-308 Nikolai,U.S. House,1,"Hibler, William D. ",DEM,0
37.0,37-308 Nikolai,U.S. House,1,"Hinz, Lynette ",DEM,1
37.0,37-308 Nikolai,U.S. House,1,"Lindbeck, Steve",DEM,4
37.0,37-308 Nikolai,U.S. House,1,"McDermott, Jim C. ",LIB,5
37.0,37-308 Nikolai,U.S. House,1,"Watts, Jon B.",LIB,5
37.0,37-308 Nikolai,U.S. House,1,"Heikes, Gerald L. ",REP,2
37.0,37-308 Nikolai,U.S. House,1,"Tingley, Jesse J.",REP,1
37.0,37-308 Nikolai,U.S. House,1,"Wright, Stephen T.",REP,4
37.0,37-308 Nikolai,U.S. House,1,"Young, Don",REP,18
37.0,37-308 Nikolai,State House,37,"Edgmon, Bryce E. ",DEM,14
37.0,37-308 Nikolai,State House,37,"Weatherby, William W",REP,17
37.0,37-310 Shageluk,U.S. Senate,,"Blatchford, Edgar",DEM,3
37.0,37-310 Shageluk,U.S. Senate,,"Metcalfe, Ray",DEM,8
37.0,37-310 Shageluk,U.S. Senate,,"Stevens, Cean",LIB,0
37.0,37-310 Shageluk,U.S. Senate,,"Kendall, Paul",REP,0
37.0,37-310 Shageluk,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-310 Shageluk,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-310 Shageluk,U.S. Senate,,"Murkowski, Lisa",REP,7
37.0,37-310 Shageluk,U.S. House,1,"Hibler, William D. ",DEM,2
37.0,37-310 Shageluk,U.S. House,1,"Hinz, Lynette ",DEM,3
37.0,37-310 Shageluk,U.S. House,1,"Lindbeck, Steve",DEM,3
37.0,37-310 Shageluk,U.S. House,1,"McDermott, Jim C. ",LIB,2
37.0,37-310 Shageluk,U.S. House,1,"Watts, Jon B.",LIB,1
37.0,37-310 Shageluk,U.S. House,1,"Heikes, Gerald L. ",REP,0
37.0,37-310 Shageluk,U.S. House,1,"Tingley, Jesse J.",REP,0
37.0,37-310 Shageluk,U.S. House,1,"Wright, Stephen T.",REP,0
37.0,37-310 Shageluk,U.S. House,1,"Young, Don",REP,7
37.0,37-310 Shageluk,State House,37,"Edgmon, Bryce E. ",DEM,10
37.0,37-310 Shageluk,State House,37,"Weatherby, William W",REP,6
37.0,37-312 Takotna,U.S. Senate,,"Blatchford, Edgar",DEM,0
37.0,37-312 Takotna,U.S. Senate,,"Metcalfe, Ray",DEM,1
37.0,37-312 Takotna,U.S. Senate,,"Stevens, Cean",LIB,2
37.0,37-312 Takotna,U.S. Senate,,"Kendall, Paul",REP,0
37.0,37-312 Takotna,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-312 Takotna,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-312 Takotna,U.S. Senate,,"Murkowski, Lisa",REP,4
37.0,37-312 Takotna,U.S. House,1,"Hibler, William D. ",DEM,0
37.0,37-312 Takotna,U.S. House,1,"Hinz, Lynette ",DEM,1
37.0,37-312 Takotna,U.S. House,1,"Lindbeck, Steve",DEM,0
37.0,37-312 Takotna,U.S. House,1,"McDermott, Jim C. ",LIB,0
37.0,37-312 Takotna,U.S. House,1,"Watts, Jon B.",LIB,2
37.0,37-312 Takotna,U.S. House,1,"Heikes, Gerald L. ",REP,1
37.0,37-312 Takotna,U.S. House,1,"Tingley, Jesse J.",REP,0
37.0,37-312 Takotna,U.S. House,1,"Wright, Stephen T.",REP,2
37.0,37-312 Takotna,U.S. House,1,"Young, Don",REP,0
37.0,37-312 Takotna,State House,37,"Edgmon, Bryce E. ",DEM,3
37.0,37-312 Takotna,State House,37,"Weatherby, William W",REP,3
37.0,37-700 Akutan,U.S. Senate,,"Blatchford, Edgar",DEM,30
37.0,37-700 Akutan,U.S. Senate,,"Metcalfe, Ray",DEM,18
37.0,37-700 Akutan,U.S. Senate,,"Stevens, Cean",LIB,7
37.0,37-700 Akutan,U.S. Senate,,"Kendall, Paul",REP,4
37.0,37-700 Akutan,U.S. Senate,,"Lamb, Thomas",REP,1
37.0,37-700 Akutan,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-700 Akutan,U.S. Senate,,"Murkowski, Lisa",REP,40
37.0,37-700 Akutan,U.S. House,1,"Hibler, William D. ",DEM,5
37.0,37-700 Akutan,U.S. House,1,"Hinz, Lynette ",DEM,22
37.0,37-700 Akutan,U.S. House,1,"Lindbeck, Steve",DEM,21
37.0,37-700 Akutan,U.S. House,1,"McDermott, Jim C. ",LIB,7
37.0,37-700 Akutan,U.S. House,1,"Watts, Jon B.",LIB,0
37.0,37-700 Akutan,U.S. House,1,"Heikes, Gerald L. ",REP,1
37.0,37-700 Akutan,U.S. House,1,"Tingley, Jesse J.",REP,6
37.0,37-700 Akutan,U.S. House,1,"Wright, Stephen T.",REP,10
37.0,37-700 Akutan,U.S. House,1,"Young, Don",REP,28
37.0,37-700 Akutan,State House,37,"Edgmon, Bryce E. ",DEM,48
37.0,37-700 Akutan,State House,37,"Weatherby, William W",REP,35
37.0,37-702 Aleknagik,U.S. Senate,,"Blatchford, Edgar",DEM,2
37.0,37-702 Aleknagik,U.S. Senate,,"Metcalfe, Ray",DEM,3
37.0,37-702 Aleknagik,U.S. Senate,,"Stevens, Cean",LIB,1
37.0,37-702 Aleknagik,U.S. Senate,,"Kendall, Paul",REP,1
37.0,37-702 Aleknagik,U.S. Senate,,"Lamb, Thomas",REP,1
37.0,37-702 Aleknagik,U.S. Senate,,"Lochner, Bob",REP,1
37.0,37-702 Aleknagik,U.S. Senate,,"Murkowski, Lisa",REP,8
37.0,37-702 Aleknagik,U.S. House,1,"Hibler, William D. ",DEM,0
37.0,37-702 Aleknagik,U.S. House,1,"Hinz, Lynette ",DEM,2
37.0,37-702 Aleknagik,U.S. House,1,"Lindbeck, Steve",DEM,2
37.0,37-702 Aleknagik,U.S. House,1,"McDermott, Jim C. ",LIB,2
37.0,37-702 Aleknagik,U.S. House,1,"Watts, Jon B.",LIB,0
37.0,37-702 Aleknagik,U.S. House,1,"Heikes, Gerald L. ",REP,0
37.0,37-702 Aleknagik,U.S. House,1,"Tingley, Jesse J.",REP,1
37.0,37-702 Aleknagik,U.S. House,1,"Wright, Stephen T.",REP,3
37.0,37-702 Aleknagik,U.S. House,1,"Young, Don",REP,7
37.0,37-702 Aleknagik,State House,37,"Edgmon, Bryce E. ",DEM,7
37.0,37-702 Aleknagik,State House,37,"Weatherby, William W",REP,6
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Blatchford, Edgar",DEM,1
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Metcalfe, Ray",DEM,3
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Stevens, Cean",LIB,3
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Kendall, Paul",REP,0
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Lamb, Thomas",REP,0
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Lochner, Bob",REP,0
37.0,37-704 Aleutians No. 1,U.S. Senate,,"Murkowski, Lisa",REP,10
37.0,37-704 Aleutians No. 1,U.S. House,1,"Hibler, William D. ",DEM,1
37.0,37-704 Aleutians No. 1,U.S. House,1,"Hinz, Lynette ",DEM,4
37.0,37-704 Aleutians No. 1,U.S. House,1,"Lindbeck, Steve",DEM,0
37.0,37-704 Aleutians No. 1,U.S. House,1,"McDermott, Jim C. ",LIB,1
37.0,37-704 Aleutians No. 1,U.S. House,1,"Watts, Jon B.",LIB,1
37.0,37-704 Aleutians No. 1,U.S. House,1,"Heikes, Gerald L. ",REP,0
37.0,37-704 Aleutians No. 1,U.S. House,1,"Tingley, Jesse J.",REP,1
37.0,37-704 Aleutians No. 1,U.S. House,1,"Wright, Stephen T.",REP,0
