precinct,office,district,party,candidate,votes
35-730 Kake,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,0
35-735 Kasaan,U.S. Senate,,REP,Registered Voters,57
35-735 Kasaan,U.S. Senate,,REP,Times Counted,8
35-735 Kasaan,U.S. Senate,,REP,Sullivan Dan - R,8
35-735 Kasaan,U.S. Senate,,AD,Registered Voters,57
35-735 Kasaan,U.S. Senate,,AD,Times Counted,9
35-735 Kasaan,U.S. Senate,,AD,Blatchford Edgar - D,2
35-735 Kasaan,U.S. Senate,,AD,Cumings Chris C. - N,2
35-735 Kasaan,U.S. Senate,,AD,Gross Al - N,2
35-735 Kasaan,U.S. Senate,,AD,Howe John Wayne - A,1
35-735 Kasaan,U.S. House,1,REP,Registered Voters,57
35-735 Kasaan,U.S. House,1,REP,Times Counted,8
35-735 Kasaan,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",3
35-735 Kasaan,U.S. House,1,REP,"Nelson T. John"" - R""",1
35-735 Kasaan,U.S. House,1,REP,Young Don - R,4
35-735 Kasaan,U.S. House,1,AD,Registered Voters,57
35-735 Kasaan,U.S. House,1,AD,Times Counted,9
35-735 Kasaan,U.S. House,1,AD,Galvin Alyse S. - N,3
35-735 Kasaan,U.S. House,1,AD,"Hibler William Bill"" - D""",0
35-735 Kasaan,U.S. House,1,AD,Tugatuk Ray Sean - D,2
35-735 Kasaan,State Senate,R,REP,Registered Voters,57
35-735 Kasaan,State Senate,R,REP,Times Counted,8
35-735 Kasaan,State Senate,R,REP,Sheldon Michael D. - R,8
35-735 Kasaan,State Senate,R,REP,Stedman Bert K. - R,0
35-735 Kasaan,State House,35,REP,Registered Voters,57
35-735 Kasaan,State House,35,REP,Times Counted,8
35-735 Kasaan,State House,35,REP,Martin Arthur S. - R,3
35-735 Kasaan,State House,35,REP,Skaflestad Kenny - R,5
35-735 Kasaan,State House,35,AD,Registered Voters,57
35-735 Kasaan,State House,35,AD,Times Counted,9
35-735 Kasaan,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,9
35-740 Klawock,U.S. Senate,,REP,Registered Voters,802
35-740 Klawock,U.S. Senate,,REP,Times Counted,49
35-740 Klawock,U.S. Senate,,REP,Sullivan Dan - R,47
35-740 Klawock,U.S. Senate,,AD,Registered Voters,802
35-740 Klawock,U.S. Senate,,AD,Times Counted,50
35-740 Klawock,U.S. Senate,,AD,Blatchford Edgar - D,4
35-740 Klawock,U.S. Senate,,AD,Cumings Chris C. - N,3
35-740 Klawock,U.S. Senate,,AD,Gross Al - N,37
35-740 Klawock,U.S. Senate,,AD,Howe John Wayne - A,4
35-740 Klawock,U.S. House,1,REP,Registered Voters,802
35-740 Klawock,U.S. House,1,REP,Times Counted,49
35-740 Klawock,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",5
35-740 Klawock,U.S. House,1,REP,"Nelson T. John"" - R""",14
35-740 Klawock,U.S. House,1,REP,Young Don - R,29
35-740 Klawock,U.S. House,1,AD,Registered Voters,802
35-740 Klawock,U.S. House,1,AD,Times Counted,50
35-740 Klawock,U.S. House,1,AD,Galvin Alyse S. - N,27
35-740 Klawock,U.S. House,1,AD,"Hibler William Bill"" - D""",12
35-740 Klawock,U.S. House,1,AD,Tugatuk Ray Sean - D,8
35-740 Klawock,State Senate,R,REP,Registered Voters,802
35-740 Klawock,State Senate,R,REP,Times Counted,49
35-740 Klawock,State Senate,R,REP,Sheldon Michael D. - R,27
35-740 Klawock,State Senate,R,REP,Stedman Bert K. - R,20
35-740 Klawock,State House,35,REP,Registered Voters,802
35-740 Klawock,State House,35,REP,Times Counted,49
35-740 Klawock,State House,35,REP,Martin Arthur S. - R,23
35-740 Klawock,State House,35,REP,Skaflestad Kenny - R,23
35-740 Klawock,State House,35,AD,Registered Voters,802
35-740 Klawock,State House,35,AD,Times Counted,50
35-740 Klawock,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,46
35-745 North Prince of Wales,U.S. Senate,,REP,Registered Voters,610
35-745 North Prince of Wales,U.S. Senate,,REP,Times Counted,43
35-745 North Prince of Wales,U.S. Senate,,REP,Sullivan Dan - R,40
35-745 North Prince of Wales,U.S. Senate,,AD,Registered Voters,610
35-745 North Prince of Wales,U.S. Senate,,AD,Times Counted,22
35-745 North Prince of Wales,U.S. Senate,,AD,Blatchford Edgar - D,0
35-745 North Prince of Wales,U.S. Senate,,AD,Cumings Chris C. - N,2
35-745 North Prince of Wales,U.S. Senate,,AD,Gross Al - N,16
35-745 North Prince of Wales,U.S. Senate,,AD,Howe John Wayne - A,4
35-745 North Prince of Wales,U.S. House,1,REP,Registered Voters,610
35-745 North Prince of Wales,U.S. House,1,REP,Times Counted,43
35-745 North Prince of Wales,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
35-745 North Prince of Wales,U.S. House,1,REP,"Nelson T. John"" - R""",10
35-745 North Prince of Wales,U.S. House,1,REP,Young Don - R,26
35-745 North Prince of Wales,U.S. House,1,AD,Registered Voters,610
35-745 North Prince of Wales,U.S. House,1,AD,Times Counted,22
35-745 North Prince of Wales,U.S. House,1,AD,Galvin Alyse S. - N,12
35-745 North Prince of Wales,U.S. House,1,AD,"Hibler William Bill"" - D""",6
35-745 North Prince of Wales,U.S. House,1,AD,Tugatuk Ray Sean - D,1
35-745 North Prince of Wales,State Senate,R,REP,Registered Voters,610
35-745 North Prince of Wales,State Senate,R,REP,Times Counted,43
35-745 North Prince of Wales,State Senate,R,REP,Sheldon Michael D. - R,27
35-745 North Prince of Wales,State Senate,R,REP,Stedman Bert K. - R,15
35-745 North Prince of Wales,State House,35,REP,Registered Voters,610
35-745 North Prince of Wales,State House,35,REP,Times Counted,43
35-745 North Prince of Wales,State House,35,REP,Martin Arthur S. - R,22
35-745 North Prince of Wales,State House,35,REP,Skaflestad Kenny - R,17
35-745 North Prince of Wales,State House,35,AD,Registered Voters,610
35-745 North Prince of Wales,State House,35,AD,Times Counted,22
35-745 North Prince of Wales,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,21
35-750 Pelican-Elfin Cove,U.S. Senate,,REP,Registered Voters,154
35-750 Pelican-Elfin Cove,U.S. Senate,,REP,Times Counted,9
35-750 Pelican-Elfin Cove,U.S. Senate,,REP,Sullivan Dan - R,9
35-750 Pelican-Elfin Cove,U.S. Senate,,AD,Registered Voters,154
35-750 Pelican-Elfin Cove,U.S. Senate,,AD,Times Counted,4
35-750 Pelican-Elfin Cove,U.S. Senate,,AD,Blatchford Edgar - D,1
35-750 Pelican-Elfin Cove,U.S. Senate,,AD,Cumings Chris C. - N,1
35-750 Pelican-Elfin Cove,U.S. Senate,,AD,Gross Al - N,2
35-750 Pelican-Elfin Cove,U.S. Senate,,AD,Howe John Wayne - A,0
35-750 Pelican-Elfin Cove,U.S. House,1,REP,Registered Voters,154
35-750 Pelican-Elfin Cove,U.S. House,1,REP,Times Counted,9
35-750 Pelican-Elfin Cove,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",0
35-750 Pelican-Elfin Cove,U.S. House,1,REP,"Nelson T. John"" - R""",2
35-750 Pelican-Elfin Cove,U.S. House,1,REP,Young Don - R,7
35-750 Pelican-Elfin Cove,U.S. House,1,AD,Registered Voters,154
35-750 Pelican-Elfin Cove,U.S. House,1,AD,Times Counted,4
35-750 Pelican-Elfin Cove,U.S. House,1,AD,Galvin Alyse S. - N,2
35-750 Pelican-Elfin Cove,U.S. House,1,AD,"Hibler William Bill"" - D""",0
35-750 Pelican-Elfin Cove,U.S. House,1,AD,Tugatuk Ray Sean - D,2
35-750 Pelican-Elfin Cove,State Senate,R,REP,Registered Voters,154
35-750 Pelican-Elfin Cove,State Senate,R,REP,Times Counted,9
35-750 Pelican-Elfin Cove,State Senate,R,REP,Sheldon Michael D. - R,2
35-750 Pelican-Elfin Cove,State Senate,R,REP,Stedman Bert K. - R,7
35-750 Pelican-Elfin Cove,State House,35,REP,Registered Voters,154
35-750 Pelican-Elfin Cove,State House,35,REP,Times Counted,9
35-750 Pelican-Elfin Cove,State House,35,REP,Martin Arthur S. - R,2
35-750 Pelican-Elfin Cove,State House,35,REP,Skaflestad Kenny - R,7
35-750 Pelican-Elfin Cove,State House,35,AD,Registered Voters,154
35-750 Pelican-Elfin Cove,State House,35,AD,Times Counted,4
35-750 Pelican-Elfin Cove,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,4
35-755 Petersburg-Kupreanof,U.S. Senate,,REP,Registered Voters,2935
35-755 Petersburg-Kupreanof,U.S. Senate,,REP,Times Counted,168
35-755 Petersburg-Kupreanof,U.S. Senate,,REP,Sullivan Dan - R,159
35-755 Petersburg-Kupreanof,U.S. Senate,,AD,Registered Voters,2935
35-755 Petersburg-Kupreanof,U.S. Senate,,AD,Times Counted,147
35-755 Petersburg-Kupreanof,U.S. Senate,,AD,Blatchford Edgar - D,5
35-755 Petersburg-Kupreanof,U.S. Senate,,AD,Cumings Chris C. - N,2
35-755 Petersburg-Kupreanof,U.S. Senate,,AD,Gross Al - N,130
35-755 Petersburg-Kupreanof,U.S. Senate,,AD,Howe John Wayne - A,9
35-755 Petersburg-Kupreanof,U.S. House,1,REP,Registered Voters,2935
35-755 Petersburg-Kupreanof,U.S. House,1,REP,Times Counted,168
35-755 Petersburg-Kupreanof,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
35-755 Petersburg-Kupreanof,U.S. House,1,REP,"Nelson T. John"" - R""",37
35-755 Petersburg-Kupreanof,U.S. House,1,REP,Young Don - R,127
35-755 Petersburg-Kupreanof,U.S. House,1,AD,Registered Voters,2935
35-755 Petersburg-Kupreanof,U.S. House,1,AD,Times Counted,147
35-755 Petersburg-Kupreanof,U.S. House,1,AD,Galvin Alyse S. - N,101
35-755 Petersburg-Kupreanof,U.S. House,1,AD,"Hibler William Bill"" - D""",15
35-755 Petersburg-Kupreanof,U.S. House,1,AD,Tugatuk Ray Sean - D,14
35-755 Petersburg-Kupreanof,State Senate,R,REP,Registered Voters,2935
35-755 Petersburg-Kupreanof,State Senate,R,REP,Times Counted,168
35-755 Petersburg-Kupreanof,State Senate,R,REP,Sheldon Michael D. - R,54
35-755 Petersburg-Kupreanof,State Senate,R,REP,Stedman Bert K. - R,113
35-755 Petersburg-Kupreanof,State House,35,REP,Registered Voters,2935
35-755 Petersburg-Kupreanof,State House,35,REP,Times Counted,168
35-755 Petersburg-Kupreanof,State House,35,REP,Martin Arthur S. - R,60
35-755 Petersburg-Kupreanof,State House,35,REP,Skaflestad Kenny - R,83
35-755 Petersburg-Kupreanof,State House,35,AD,Registered Voters,2935
35-755 Petersburg-Kupreanof,State House,35,AD,Times Counted,147
35-755 Petersburg-Kupreanof,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,137
35-760 Port Alexander,U.S. Senate,,REP,Registered Voters,65
35-760 Port Alexander,U.S. Senate,,REP,Times Counted,4
35-760 Port Alexander,U.S. Senate,,REP,Sullivan Dan - R,4
35-760 Port Alexander,U.S. Senate,,AD,Registered Voters,65
35-760 Port Alexander,U.S. Senate,,AD,Times Counted,13
35-760 Port Alexander,U.S. Senate,,AD,Blatchford Edgar - D,2
35-760 Port Alexander,U.S. Senate,,AD,Cumings Chris C. - N,0
35-760 Port Alexander,U.S. Senate,,AD,Gross Al - N,11
35-760 Port Alexander,U.S. Senate,,AD,Howe John Wayne - A,0
35-760 Port Alexander,U.S. House,1,REP,Registered Voters,65
35-760 Port Alexander,U.S. House,1,REP,Times Counted,4
35-760 Port Alexander,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",0
35-760 Port Alexander,U.S. House,1,REP,"Nelson T. John"" - R""",1
35-760 Port Alexander,U.S. House,1,REP,Young Don - R,3
35-760 Port Alexander,U.S. House,1,AD,Registered Voters,65
35-760 Port Alexander,U.S. House,1,AD,Times Counted,13
35-760 Port Alexander,U.S. House,1,AD,Galvin Alyse S. - N,8
35-760 Port Alexander,U.S. House,1,AD,"Hibler William Bill"" - D""",2
35-760 Port Alexander,U.S. House,1,AD,Tugatuk Ray Sean - D,3
35-760 Port Alexander,State Senate,R,REP,Registered Voters,65
35-760 Port Alexander,State Senate,R,REP,Times Counted,4
35-760 Port Alexander,State Senate,R,REP,Sheldon Michael D. - R,2
35-760 Port Alexander,State Senate,R,REP,Stedman Bert K. - R,2
35-760 Port Alexander,State House,35,REP,Registered Voters,65
35-760 Port Alexander,State House,35,REP,Times Counted,4
35-760 Port Alexander,State House,35,REP,Martin Arthur S. - R,3
35-760 Port Alexander,State House,35,REP,Skaflestad Kenny - R,1
35-760 Port Alexander,State House,35,AD,Registered Voters,65
35-760 Port Alexander,State House,35,AD,Times Counted,13
35-760 Port Alexander,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,13
35-765 Sitka No. 1,U.S. Senate,,REP,Registered Voters,3697
35-765 Sitka No. 1,U.S. Senate,,REP,Times Counted,132
35-765 Sitka No. 1,U.S. Senate,,REP,Sullivan Dan - R,121
35-765 Sitka No. 1,U.S. Senate,,AD,Registered Voters,3697
35-765 Sitka No. 1,U.S. Senate,,AD,Times Counted,203
35-765 Sitka No. 1,U.S. Senate,,AD,Blatchford Edgar - D,4
35-765 Sitka No. 1,U.S. Senate,,AD,Cumings Chris C. - N,5
35-765 Sitka No. 1,U.S. Senate,,AD,Gross Al - N,181
35-765 Sitka No. 1,U.S. Senate,,AD,Howe John Wayne - A,13
35-765 Sitka No. 1,U.S. House,1,REP,Registered Voters,3697
35-765 Sitka No. 1,U.S. House,1,REP,Times Counted,132
35-765 Sitka No. 1,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",4
35-765 Sitka No. 1,U.S. House,1,REP,"Nelson T. John"" - R""",24
35-765 Sitka No. 1,U.S. House,1,REP,Young Don - R,99
35-765 Sitka No. 1,U.S. House,1,AD,Registered Voters,3697
35-765 Sitka No. 1,U.S. House,1,AD,Times Counted,203
35-765 Sitka No. 1,U.S. House,1,AD,Galvin Alyse S. - N,161
35-765 Sitka No. 1,U.S. House,1,AD,"Hibler William Bill"" - D""",13
35-765 Sitka No. 1,U.S. House,1,AD,Tugatuk Ray Sean - D,20
35-765 Sitka No. 1,State Senate,R,REP,Registered Voters,3697
35-765 Sitka No. 1,State Senate,R,REP,Times Counted,132
35-765 Sitka No. 1,State Senate,R,REP,Sheldon Michael D. - R,35
35-765 Sitka No. 1,State Senate,R,REP,Stedman Bert K. - R,97
35-765 Sitka No. 1,State House,35,REP,Registered Voters,3697
35-765 Sitka No. 1,State House,35,REP,Times Counted,132
35-765 Sitka No. 1,State House,35,REP,Martin Arthur S. - R,59
35-765 Sitka No. 1,State House,35,REP,Skaflestad Kenny - R,42
35-765 Sitka No. 1,State House,35,AD,Registered Voters,3697
35-765 Sitka No. 1,State House,35,AD,Times Counted,203
35-765 Sitka No. 1,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,187
35-770 Sitka No. 2,U.S. Senate,,REP,Registered Voters,3765
35-770 Sitka No. 2,U.S. Senate,,REP,Times Counted,111
35-770 Sitka No. 2,U.S. Senate,,REP,Sullivan Dan - R,103
35-770 Sitka No. 2,U.S. Senate,,AD,Registered Voters,3765
35-770 Sitka No. 2,U.S. Senate,,AD,Times Counted,248
35-770 Sitka No. 2,U.S. Senate,,AD,Blatchford Edgar - D,12
35-770 Sitka No. 2,U.S. Senate,,AD,Cumings Chris C. - N,8
35-770 Sitka No. 2,U.S. Senate,,AD,Gross Al - N,205
35-770 Sitka No. 2,U.S. Senate,,AD,Howe John Wayne - A,21
35-770 Sitka No. 2,U.S. House,1,REP,Registered Voters,3765
35-770 Sitka No. 2,U.S. House,1,REP,Times Counted,111
35-770 Sitka No. 2,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",5
35-770 Sitka No. 2,U.S. House,1,REP,"Nelson T. John"" - R""",20
35-770 Sitka No. 2,U.S. House,1,REP,Young Don - R,81
35-770 Sitka No. 2,U.S. House,1,AD,Registered Voters,3765
35-770 Sitka No. 2,U.S. House,1,AD,Times Counted,248
35-770 Sitka No. 2,U.S. House,1,AD,Galvin Alyse S. - N,207
35-770 Sitka No. 2,U.S. House,1,AD,"Hibler William Bill"" - D""",16
35-770 Sitka No. 2,U.S. House,1,AD,Tugatuk Ray Sean - D,18
35-770 Sitka No. 2,State Senate,R,REP,Registered Voters,3765
35-770 Sitka No. 2,State Senate,R,REP,Times Counted,111
35-770 Sitka No. 2,State Senate,R,REP,Sheldon Michael D. - R,32
35-770 Sitka No. 2,State Senate,R,REP,Stedman Bert K. - R,78
35-770 Sitka No. 2,State House,35,REP,Registered Voters,3765
35-770 Sitka No. 2,State House,35,REP,Times Counted,111
35-770 Sitka No. 2,State House,35,REP,Martin Arthur S. - R,48
35-770 Sitka No. 2,State House,35,REP,Skaflestad Kenny - R,48
35-770 Sitka No. 2,State House,35,AD,Registered Voters,3765
35-770 Sitka No. 2,State House,35,AD,Times Counted,248
35-770 Sitka No. 2,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,237
35-775 Tenakee Springs,U.S. Senate,,REP,Registered Voters,138
35-775 Tenakee Springs,U.S. Senate,,REP,Times Counted,5
35-775 Tenakee Springs,U.S. Senate,,REP,Sullivan Dan - R,4
35-775 Tenakee Springs,U.S. Senate,,AD,Registered Voters,138
35-775 Tenakee Springs,U.S. Senate,,AD,Times Counted,13
35-775 Tenakee Springs,U.S. Senate,,AD,Blatchford Edgar - D,0
35-775 Tenakee Springs,U.S. Senate,,AD,Cumings Chris C. - N,0
35-775 Tenakee Springs,U.S. Senate,,AD,Gross Al - N,11
35-775 Tenakee Springs,U.S. Senate,,AD,Howe John Wayne - A,1
35-775 Tenakee Springs,U.S. House,1,REP,Registered Voters,138
35-775 Tenakee Springs,U.S. House,1,REP,Times Counted,5
35-775 Tenakee Springs,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",0
35-775 Tenakee Springs,U.S. House,1,REP,"Nelson T. John"" - R""",2
35-775 Tenakee Springs,U.S. House,1,REP,Young Don - R,3
35-775 Tenakee Springs,U.S. House,1,AD,Registered Voters,138
35-775 Tenakee Springs,U.S. House,1,AD,Times Counted,13
35-775 Tenakee Springs,U.S. House,1,AD,Galvin Alyse S. - N,12
35-775 Tenakee Springs,U.S. House,1,AD,"Hibler William Bill"" - D""",0
35-775 Tenakee Springs,U.S. House,1,AD,Tugatuk Ray Sean - D,0
35-775 Tenakee Springs,State Senate,R,REP,Registered Voters,138
35-775 Tenakee Springs,State Senate,R,REP,Times Counted,5
35-775 Tenakee Springs,State Senate,R,REP,Sheldon Michael D. - R,1
35-775 Tenakee Springs,State Senate,R,REP,Stedman Bert K. - R,2
35-775 Tenakee Springs,State House,35,REP,Registered Voters,138
35-775 Tenakee Springs,State House,35,REP,Times Counted,5
35-775 Tenakee Springs,State House,35,REP,Martin Arthur S. - R,0
35-775 Tenakee Springs,State House,35,REP,Skaflestad Kenny - R,3
35-775 Tenakee Springs,State House,35,AD,Registered Voters,138
35-775 Tenakee Springs,State House,35,AD,Times Counted,13
35-775 Tenakee Springs,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,13
35-780 Thorne Bay,U.S. Senate,,REP,Registered Voters,727
35-780 Thorne Bay,U.S. Senate,,REP,Times Counted,54
35-780 Thorne Bay,U.S. Senate,,REP,Sullivan Dan - R,53
35-780 Thorne Bay,U.S. Senate,,AD,Registered Voters,727
35-780 Thorne Bay,U.S. Senate,,AD,Times Counted,8
35-780 Thorne Bay,U.S. Senate,,AD,Blatchford Edgar - D,0
35-780 Thorne Bay,U.S. Senate,,AD,Cumings Chris C. - N,0
35-780 Thorne Bay,U.S. Senate,,AD,Gross Al - N,8
35-780 Thorne Bay,U.S. Senate,,AD,Howe John Wayne - A,0
35-780 Thorne Bay,U.S. House,1,REP,Registered Voters,727
35-780 Thorne Bay,U.S. House,1,REP,Times Counted,54
35-780 Thorne Bay,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",5
35-780 Thorne Bay,U.S. House,1,REP,"Nelson T. John"" - R""",12
35-780 Thorne Bay,U.S. House,1,REP,Young Don - R,37
35-780 Thorne Bay,U.S. House,1,AD,Registered Voters,727
35-780 Thorne Bay,U.S. House,1,AD,Times Counted,8
35-780 Thorne Bay,U.S. House,1,AD,Galvin Alyse S. - N,7
35-780 Thorne Bay,U.S. House,1,AD,"Hibler William Bill"" - D""",0
35-780 Thorne Bay,U.S. House,1,AD,Tugatuk Ray Sean - D,1
35-780 Thorne Bay,State Senate,R,REP,Registered Voters,727
35-780 Thorne Bay,State Senate,R,REP,Times Counted,54
35-780 Thorne Bay,State Senate,R,REP,Sheldon Michael D. - R,23
35-780 Thorne Bay,State Senate,R,REP,Stedman Bert K. - R,31
35-780 Thorne Bay,State House,35,REP,Registered Voters,727
35-780 Thorne Bay,State House,35,REP,Times Counted,54
35-780 Thorne Bay,State House,35,REP,Martin Arthur S. - R,32
35-780 Thorne Bay,State House,35,REP,Skaflestad Kenny - R,16
35-780 Thorne Bay,State House,35,AD,Registered Voters,727
35-780 Thorne Bay,State House,35,AD,Times Counted,8
35-780 Thorne Bay,State House,35,AD,Kreiss-Tomkins Jonathan S. - D,6
36-600 Ketchikan No. 1,U.S. Senate,,REP,Registered Voters,2359
36-600 Ketchikan No. 1,U.S. Senate,,REP,Times Counted,138
36-600 Ketchikan No. 1,U.S. Senate,,REP,Sullivan Dan - R,126
36-600 Ketchikan No. 1,U.S. Senate,,AD,Registered Voters,2359
36-600 Ketchikan No. 1,U.S. Senate,,AD,Times Counted,94
36-600 Ketchikan No. 1,U.S. Senate,,AD,Blatchford Edgar - D,8
36-600 Ketchikan No. 1,U.S. Senate,,AD,Cumings Chris C. - N,7
36-600 Ketchikan No. 1,U.S. Senate,,AD,Gross Al - N,67
36-600 Ketchikan No. 1,U.S. Senate,,AD,Howe John Wayne - A,9
36-600 Ketchikan No. 1,U.S. House,1,REP,Registered Voters,2359
36-600 Ketchikan No. 1,U.S. House,1,REP,Times Counted,138
36-600 Ketchikan No. 1,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",7
36-600 Ketchikan No. 1,U.S. House,1,REP,"Nelson T. John"" - R""",22
36-600 Ketchikan No. 1,U.S. House,1,REP,Young Don - R,102
36-600 Ketchikan No. 1,U.S. House,1,AD,Registered Voters,2359
36-600 Ketchikan No. 1,U.S. House,1,AD,Times Counted,94
36-600 Ketchikan No. 1,U.S. House,1,AD,Galvin Alyse S. - N,75
36-600 Ketchikan No. 1,U.S. House,1,AD,"Hibler William Bill"" - D""",8
36-600 Ketchikan No. 1,U.S. House,1,AD,Tugatuk Ray Sean - D,8
36-600 Ketchikan No. 1,State Senate,R,REP,Registered Voters,2359
36-600 Ketchikan No. 1,State Senate,R,REP,Times Counted,138
36-600 Ketchikan No. 1,State Senate,R,REP,Sheldon Michael D. - R,42
36-600 Ketchikan No. 1,State Senate,R,REP,Stedman Bert K. - R,92
36-600 Ketchikan No. 1,State House,36,REP,Registered Voters,2359
36-600 Ketchikan No. 1,State House,36,REP,Times Counted,138
36-600 Ketchikan No. 1,State House,36,REP,Becker Leslie - R,101
36-610 Ketchikan No. 2,U.S. Senate,,REP,Registered Voters,2496
36-610 Ketchikan No. 2,U.S. Senate,,REP,Times Counted,162
36-610 Ketchikan No. 2,U.S. Senate,,REP,Sullivan Dan - R,143
36-610 Ketchikan No. 2,U.S. Senate,,AD,Registered Voters,2496
36-610 Ketchikan No. 2,U.S. Senate,,AD,Times Counted,141
36-610 Ketchikan No. 2,U.S. Senate,,AD,Blatchford Edgar - D,15
36-610 Ketchikan No. 2,U.S. Senate,,AD,Cumings Chris C. - N,14
36-610 Ketchikan No. 2,U.S. Senate,,AD,Gross Al - N,94
36-610 Ketchikan No. 2,U.S. Senate,,AD,Howe John Wayne - A,14
36-610 Ketchikan No. 2,U.S. House,1,REP,Registered Voters,2496
36-610 Ketchikan No. 2,U.S. House,1,REP,Times Counted,162
36-610 Ketchikan No. 2,U.S. House,1,REP,"Heikes Gerald L. Jer"" - R""",15
36-610 Ketchikan No. 2,U.S. House,1,REP,"Nelson T. John"" - R""",16
36-610 Ketchikan No. 2,U.S. House,1,REP,Young Don - R,122
36-610 Ketchikan No. 2,U.S. House,1,AD,Registered Voters,2496
36-610 Ketchikan No. 2,U.S. House,1,AD,Times Counted,141
36-610 Ketchikan No. 2,U.S. House,1,AD,Galvin Alyse S. - N,99
36-610 Ketchikan No. 2,U.S. House,1,AD,"Hibler William Bill"" - D""",21
36-610 Ketchikan No. 2,U.S. House,1,AD,Tugatuk Ray Sean - D,14
36-610 Ketchikan No. 2,State Senate,R,REP,Registered Voters,2496
36-610 Ketchikan No. 2,State Senate,R,REP,Times Counted,162
36-610 Ketchikan No. 2,State Senate,R,REP,Sheldon Michael D. - R,55
36-610 Ketchikan No. 2,State Senate,R,REP,Stedman Bert K. - R,104
36-610 Ketchikan No. 2,State House,36,REP,Registered Voters,2496
36-610 Ketchikan No. 2,State House,36,REP,Times Counted,162
